Coordinate
(53.5244404598766,10.020028390684303)
(53.52397662906644,10.01705864025037)
(53.52685708018509,10.019837163760323)
(53.52817623687993,10.019848157552135)
(53.5256648120482,10.019881037609826)
(53.52475035669868,10.017441660670789)
(53.52386105618462,10.017863613676596)
(53.52403810492001,10.015656503277354)
(53.52547529656217,10.020572023062059)
(53.52797881697258,10.020385778431555)
(53.523069592722464,10.021305721383055)
(53.52502920811327,10.01607360413382)
(53.52890510199078,10.019460565548462)
(53.52651143924096,10.017386459612002)
(53.528099440005946,10.021218722889488)
(53.524265435285066,10.017436164007526)
(53.527098540187964,10.020416016935993)
(53.52440891588002,10.015622201101662)
(53.52696659216136,10.021085417174538)
(53.52489836036453,10.020247732690207)
(53.52705453841248,10.0192504810882)
(53.52433289018958,10.016267071880621)
(53.524394217408876,10.017459871336198)
(53.52688940014959,10.01773730178531)
(53.52388512559568,10.01591933057694)
(53.52374953893395,10.017449520267276)
(53.52677192967908,10.018826740222213)
(53.528191772604146,10.020331457472338)
(53.52332109882075,10.020421240307488)
(53.52360756700608,10.014997926454416)
(53.527151658934486,10.018010383407427)
(53.52301271895519,10.017685688731964)
(53.5250308339357,10.020321243215044)
(53.52448637800502,10.020269405051616)
(53.52358565771295,10.019683473755421)
(53.52699756402427,10.017873676205085)
(53.52470633597223,10.016983272847586)
(53.52298858997732,10.016404171647668)
(53.52425016669807,10.01819598497376)
(53.52306350300974,10.021072565370927)
(53.52534794986054,10.020498166560522)
(53.52314810809468,10.020430296632123)
(53.527109701819846,10.021032317507741)
(53.524478703133965,10.016796574402578)
(53.52620084525564,10.020187857489974)
(53.52369707782864,10.017244695416704)
(53.52611319018142,10.020942215161366)
(53.523580297456384,10.015701440016509)
(53.52625990676513,10.021033058940318)
(53.52482682195788,10.01706819166068)
(53.52374725244829,10.018836940215873)
(53.524311151479125,10.015648599084884)
(53.52300421566083,10.01792956600865)
(53.52651864862019,10.019935508212074)
(53.5264003106394,10.021119965016995)
(53.52435365281856,10.018585967924471)
(53.52375712631096,10.015116567958623)
(53.525994275318325,10.020724130666673)
(53.52307007671967,10.020209847485098)
(53.52399536224468,10.016808168835244)
(53.52805549311052,10.020357388745339)
(53.525240671004205,10.02043749461744)
(53.5245365701162,10.020475118247457)
(53.524625825989084,10.016497507964575)
(53.52493875743671,10.016736934132641)
(53.52297554636554,10.016068985409886)
(53.523115371648004,10.019222405433881)
(53.52362818760145,10.019873913156234)
(53.528045398169006,10.020466958697353)
(53.52466879594663,10.015808699048348)
(53.52436488060345,10.016714501760585)
(53.52564357243301,10.017839703711784)
(53.52491237092461,10.019259542344418)
(53.527427313177654,10.02091426019318)
(53.527549281112044,10.021428399216584)
(53.52451416692643,10.017553919498766)
(53.52764742266391,10.021395881656922)
(53.52604196012697,10.02089809678701)
(53.52364166650923,10.017040041759383)
(53.52297790480141,10.016200804209793)
(53.52313829702122,10.017874584758827)
(53.52370583149602,10.015871551216646)
(53.525255678355244,10.019417973181652)
(53.52668617047625,10.021189537314518)
(53.52413610943406,10.018899219594568)
(53.52353685654024,10.01947155450119)
(53.523361631052325,10.016229161084057)
(53.52780779000373,10.019412217210014)
(53.525118267052726,10.016146062701155)
(53.52556856055415,10.019791079485266)
(53.52346824189991,10.014950729680988)
